"ST","ASP","GLN","GLT","GLY","PGM","TKT","UNC","Source","UR_num","UR_bool","SampledDate","Number","Label","Year","month","YearMonth"
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-12-24,0,"Human",2008,12,48
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-12-24,0,"Human",2008,12,48
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-12-24,0,"Human",2008,12,48
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-12-24,0,"Human",2008,12,48
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-12-16,0,"Human",2008,12,48
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-12-16,0,"Human",2008,12,48
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-12-09,0,"Human",2008,12,48
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-12-09,0,"Human",2008,12,48
38,2,4,2,2,6,1,5,"Human",NA,NA,2008-12-09,0,"Human",2008,12,48
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-12-02,0,"Human",2008,12,48
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-12-02,0,"Human",2008,12,48
42,1,2,3,4,5,9,3,"Human",NA,NA,2008-12-02,0,"Human",2008,12,48
528,74,10,2,2,11,12,6,"Human",NA,NA,2008-12-02,0,"Human",2008,12,48
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-11-18,0,"Human",2008,11,47
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-11-11,0,"Human",2008,11,47
61,1,4,2,2,6,3,17,"Human",NA,NA,2008-11-11,0,"Human",2008,11,47
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-11-11,0,"Human",2008,11,47
48,2,4,1,2,7,1,5,"Human",NA,NA,2008-11-04,0,"Human",2008,11,47
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-11-04,0,"Human",2008,11,47
48,2,4,1,2,7,1,5,"Human",NA,NA,2008-10-28,0,"Human",2008,10,46
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-10-28,0,"Human",2008,10,46
5,7,2,5,2,10,3,6,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-10-21,0,"Human",2008,10,46
21,2,1,1,3,2,1,5,"Human",NA,NA,2008-10-21,0,"Human",2008,10,46
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-09-30,0,"Human",2008,9,45
4505,2,1,6,3,2,3,5,"Human",NA,NA,2008-09-30,0,"Human",2008,9,45
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-09-23,0,"Human",2008,9,45
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-09-23,0,"Human",2008,9,45
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
422,2,1,5,3,2,5,5,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
61,1,4,2,2,6,3,17,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
45,4,7,10,4,1,7,1,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
61,1,4,2,2,6,3,17,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
436,7,21,5,62,4,61,44,"Human",NA,NA,2008-09-09,0,"Human",2008,9,45
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-09-02,0,"Human",2008,9,45
42,1,2,3,4,5,9,3,"Human",NA,NA,2008-08-26,0,"Human",2008,8,44
436,7,21,5,62,4,61,44,"Human",NA,NA,2008-08-26,0,"Human",2008,8,44
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-08-26,0,"Human",2008,8,44
52,9,25,2,10,22,3,6,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
38,2,4,2,2,6,1,5,"Human",NA,NA,2008-08-26,0,"Human",2008,8,44
3610,2,1,5,88,2,11,5,"Human",NA,NA,2008-08-26,0,"Human",2008,8,44
3793,1,4,2,2,446,3,17,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
61,1,4,2,2,6,3,17,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
2350,2,4,1,2,2,5,5,"Human",NA,NA,2006-02-20,0,"Human",2006,2,14
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-08-19,0,"Human",2008,8,44
1581,129,66,30,82,189,47,17,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
52,9,25,2,10,22,3,6,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
436,7,21,5,62,4,61,44,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
52,9,25,2,10,22,3,6,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
3222,33,283,44,82,189,44,17,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
403,10,27,16,19,10,5,7,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
436,7,21,5,62,4,61,44,"Human",NA,NA,2008-08-12,0,"Human",2008,8,44
2345,2,4,5,2,2,5,5,"Human",NA,NA,2006-05-16,0,"Human",2006,5,17
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-08-05,0,"Human",2008,8,44
38,2,4,2,2,6,1,5,"Human",NA,NA,2008-08-05,0,"Human",2008,8,44
354,8,10,2,2,11,12,6,"Human",NA,NA,2008-08-05,0,"Human",2008,8,44
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-08-05,0,"Human",2008,8,44
61,1,4,2,2,6,3,17,"Human",NA,NA,2008-08-05,0,"Human",2008,8,44
190,2,1,5,3,2,3,5,"Human",NA,NA,2008-07-29,0,"Human",2008,7,43
38,2,4,2,2,6,1,5,"Human",NA,NA,2008-07-29,0,"Human",2008,7,43
354,8,10,2,2,11,12,6,"Human",NA,NA,2008-07-29,0,"Human",2008,7,43
3676,1,307,3,4,5,9,3,"Human",NA,NA,2008-07-22,0,"Human",2008,7,43
1581,129,66,30,82,189,47,17,"Human",NA,NA,2008-07-08,0,"Human",2008,7,43
354,8,10,2,2,11,12,6,"Human",NA,NA,2008-07-01,0,"Human",2008,7,43
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-06-23,0,"Human",2008,6,42
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-05-09,0,"Human",2006,5,17
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-06-04,0,"Human",2008,6,42
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-06-04,0,"Human",2008,6,42
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-05-27,0,"Human",2008,5,41
2026,10,1,16,19,10,5,7,"Human",NA,NA,2008-05-27,0,"Human",2008,5,41
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-05-27,0,"Human",2008,5,41
190,2,1,5,3,2,3,5,"Human",NA,NA,2006-05-09,0,"Human",2006,5,17
48,2,4,1,2,7,1,5,"Human",NA,NA,2008-04-22,0,"Human",2008,4,40
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-04-22,0,"Human",2008,4,40
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-09,0,"Human",2006,5,17
436,7,21,5,62,4,61,44,"Human",NA,NA,2008-04-15,0,"Human",2008,4,40
50,2,1,12,3,2,1,5,"Human",NA,NA,2008-04-08,0,"Human",2008,4,40
2026,10,1,16,19,10,5,7,"Human",NA,NA,2008-03-11,0,"Human",2008,3,39
42,1,2,3,4,5,9,3,"Human",NA,NA,2008-03-04,0,"Human",2008,3,39
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-03-04,0,"Human",2008,3,39
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-03-04,0,"Human",2008,3,39
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-02-19,0,"Human",2008,2,38
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
53,2,1,21,3,2,1,5,"Human",NA,NA,2008-02-19,0,"Human",2008,2,38
354,8,10,2,2,11,12,6,"Human",NA,NA,2008-02-12,0,"Human",2008,2,38
42,1,2,3,4,5,9,3,"Human",NA,NA,2008-02-05,0,"Human",2008,2,38
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-01-08,0,"Human",2008,1,37
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-01-08,0,"Human",2008,1,37
474,2,4,1,2,2,1,5,"Human",NA,NA,2008-01-08,0,"Human",2008,1,37
21,2,1,1,3,2,1,5,"Human",NA,NA,2008-01-01,0,"Human",2008,1,37
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-02-20,0,"Human",2006,2,14
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-12-27,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
677,10,81,50,99,120,76,52,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
3720,3,1,5,10,11,11,6,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
677,10,81,50,99,120,76,52,"Human",NA,NA,2007-12-18,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
2219,10,7,10,4,1,7,1,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-12-11,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
257,9,2,4,62,4,5,6,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-12-04,0,"Human",2007,12,36
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
2397,184,39,30,82,113,43,17,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
190,2,1,5,3,2,3,5,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-11-27,0,"Human",2007,11,35
1517,8,10,149,2,11,12,6,"Human",NA,NA,2006-05-02,0,"Human",2006,5,17
658,2,4,2,4,19,3,6,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-11-20,0,"Human",2007,11,35
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
2026,10,1,16,19,10,5,7,"Human",NA,NA,2006-04-26,0,"Human",2006,4,16
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-11-13,0,"Human",2007,11,35
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-04-26,0,"Human",2006,4,16
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-11-06,0,"Human",2007,11,35
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-10-30,0,"Human",2007,10,34
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-10-30,0,"Human",2007,10,34
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-10-30,0,"Human",2007,10,34
257,9,2,4,62,4,5,6,"Human",NA,NA,2007-10-19,0,"Human",2007,10,34
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-10-19,0,"Human",2007,10,34
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-10-19,0,"Human",2007,10,34
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-10-19,0,"Human",2007,10,34
21,2,1,1,3,2,1,5,"Human",NA,NA,2007-10-19,0,"Human",2007,10,34
354,8,10,2,2,11,12,6,"Human",NA,NA,2006-02-15,0,"Human",2006,2,14
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
583,4,7,10,4,42,51,1,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
1517,8,10,149,2,11,12,6,"Human",NA,NA,2007-10-16,0,"Human",2007,10,34
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-10-09,0,"Human",2007,10,34
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-10-09,0,"Human",2007,10,34
190,2,1,5,3,2,3,5,"Human",NA,NA,2007-10-03,0,"Human",2007,10,34
45,4,7,10,4,1,7,1,"Human",NA,NA,2006-04-11,0,"Human",2006,4,16
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
3538,47,2,4,2,6,5,17,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
422,2,1,5,3,2,5,5,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
3072,33,39,30,82,104,173,68,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
2026,10,1,16,19,10,5,7,"Human",NA,NA,2007-09-25,0,"Human",2007,9,33
42,1,2,3,4,5,9,3,"Human",NA,NA,2006-04-11,0,"Human",2006,4,16
3711,1,2,4,62,4,5,17,"Human",NA,NA,2007-09-11,0,"Human",2007,9,33
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-09-11,0,"Human",2007,9,33
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-04-11,0,"Human",2006,4,16
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-08-21,0,"Human",2007,8,32
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-08-21,0,"Human",2007,8,32
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-08-21,0,"Human",2007,8,32
520,2,1,12,88,2,1,5,"Human",NA,NA,2007-08-14,0,"Human",2007,8,32
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-08-07,0,"Human",2007,8,32
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-07-31,0,"Human",2007,7,31
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-07-31,0,"Human",2007,7,31
520,2,1,12,88,2,1,5,"Human",NA,NA,2007-07-31,0,"Human",2007,7,31
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-07-31,0,"Human",2007,7,31
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-07-24,0,"Human",2007,7,31
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-07-24,0,"Human",2007,7,31
2026,10,1,16,19,10,5,7,"Human",NA,NA,2007-07-24,0,"Human",2007,7,31
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-07-24,0,"Human",2007,7,31
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-07-13,0,"Human",2007,7,31
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-07-10,0,"Human",2007,7,31
422,2,1,5,3,2,5,5,"Human",NA,NA,2007-07-10,0,"Human",2007,7,31
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-07-10,0,"Human",2007,7,31
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-07-10,0,"Human",2007,7,31
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-07-03,0,"Human",2007,7,31
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-07-03,0,"Human",2007,7,31
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-04-11,0,"Human",2006,4,16
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-06-26,0,"Human",2007,6,30
3676,1,307,3,4,5,9,3,"Human",NA,NA,2007-07-03,0,"Human",2007,7,31
3792,9,316,4,62,4,5,6,"Human",NA,NA,2007-06-26,0,"Human",2007,6,30
42,1,2,3,4,5,9,3,"Human",NA,NA,2007-06-19,0,"Human",2007,6,30
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-06-19,0,"Human",2007,6,30
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-06-19,0,"Human",2007,6,30
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-06-19,0,"Human",2007,6,30
2026,10,1,16,19,10,5,7,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-06-12,0,"Human",2007,6,30
658,2,4,2,4,19,3,6,"Human",NA,NA,2006-04-11,0,"Human",2006,4,16
3676,1,307,3,4,5,9,3,"Human",NA,NA,2007-06-05,0,"Human",2007,6,30
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-06-05,0,"Human",2007,6,30
677,10,81,50,99,120,76,52,"Human",NA,NA,2007-05-29,0,"Human",2007,5,29
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-05-22,0,"Human",2007,5,29
3711,1,2,4,62,4,5,17,"Human",NA,NA,2007-05-22,0,"Human",2007,5,29
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-05-22,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-22,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-04-04,0,"Human",2006,4,16
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-05-15,0,"Human",2007,5,29
422,2,1,5,3,2,5,5,"Human",NA,NA,2007-05-15,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-15,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-15,0,"Human",2007,5,29
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-05-15,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-04-04,0,"Human",2006,4,16
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-08,0,"Human",2007,5,29
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-05-08,0,"Human",2007,5,29
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-05-08,0,"Human",2007,5,29
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-05-08,0,"Human",2007,5,29
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-05-01,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-01,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-05-01,0,"Human",2007,5,29
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-04-24,0,"Human",2007,4,28
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-04-24,0,"Human",2007,4,28
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-04-24,0,"Human",2007,4,28
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-04-17,0,"Human",2007,4,28
257,9,2,4,62,4,5,6,"Human",NA,NA,2007-04-10,0,"Human",2007,4,28
257,9,2,4,62,4,5,6,"Human",NA,NA,2007-04-03,0,"Human",2007,4,28
61,1,4,2,2,6,3,17,"Human",NA,NA,2007-04-03,0,"Human",2007,4,28
53,2,1,21,3,2,1,5,"Human",NA,NA,2006-03-28,0,"Human",2006,3,15
50,2,1,12,3,2,1,5,"Human",NA,NA,2007-04-03,0,"Human",2007,4,28
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-04-03,0,"Human",2007,4,28
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-28,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-03-28,0,"Human",2007,3,27
38,2,4,2,2,6,1,5,"Human",NA,NA,2007-03-28,0,"Human",2007,3,27
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-03-20,0,"Human",2007,3,27
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-03-20,0,"Human",2007,3,27
2026,10,1,16,19,10,5,7,"Human",NA,NA,2006-03-28,0,"Human",2006,3,15
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-03-13,0,"Human",2007,3,27
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-03-13,0,"Human",2007,3,27
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-03-06,0,"Human",2007,3,27
436,7,21,5,62,4,61,44,"Human",NA,NA,2007-03-06,0,"Human",2007,3,27
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-03-06,0,"Human",2007,3,27
474,2,4,1,2,2,1,5,"Human",NA,NA,2006-03-20,0,"Human",2006,3,15
578,1,4,2,2,2,3,17,"Human",NA,NA,2007-03-06,0,"Human",2007,3,27
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-27,0,"Human",2007,2,26
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-02-27,0,"Human",2007,2,26
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-27,0,"Human",2007,2,26
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-20,0,"Human",2007,2,26
48,2,4,1,2,7,1,5,"Human",NA,NA,2006-02-15,0,"Human",2006,2,14
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-20,0,"Human",2007,2,26
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-20,0,"Human",2007,2,26
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-20,0,"Human",2007,2,26
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-02-13,0,"Human",2007,2,26
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-02-13,0,"Human",2007,2,26
354,8,10,2,2,11,12,6,"Human",NA,NA,2007-02-13,0,"Human",2007,2,26
2026,10,1,16,19,10,5,7,"Human",NA,NA,2006-03-20,0,"Human",2006,3,15
3784,8,315,2,2,11,12,6,"Human",NA,NA,2007-02-13,0,"Human",2007,2,26
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-02-13,0,"Human",2007,2,26
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-02-07,0,"Human",2007,2,26
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-02-07,0,"Human",2007,2,26
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-02-07,0,"Human",2007,2,26
53,2,1,21,3,2,1,5,"Human",NA,NA,2007-02-07,0,"Human",2007,2,26
677,10,81,50,99,120,76,52,"Human",NA,NA,2007-02-07,0,"Human",2007,2,26
52,9,25,2,10,22,3,6,"Human",NA,NA,2007-01-24,0,"Human",2007,1,25
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
48,2,4,1,2,7,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
474,2,4,1,2,2,1,5,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
45,4,7,10,4,1,7,1,"Human",NA,NA,2007-01-16,0,"Human",2007,1,25
